,pValue,logFC 
GRM1,0,0.147833771
KHDRBS2,0,0.147715122
AGO1,0,0.147691884
CDH4,0,0.147603922
LYST,0,0.147462098
SCAF11,0,0.147458233
CHROMR,0,0.147413094
FEM1C,0,0.147325292
PALLD,0,0.147189921
OPN3,0,0.147124848
COG5,0,0.146830936
ERBIN,0,0.146781448
MAPT,0,0.146731381
AC018816.1,0,0.146467351
HIST1H2AE,0,0.146297361
GPR158,0,0.146206144
TUBB4B,0,0.146117407
ATP1A1-AS1,0,0.145886054
CHGB,0,0.145840765
CTDSPL,0,0.145839524
TRPS1,0,0.145723439
ST6GALNAC3,0,0.145658344
CALB1,0,0.145572625
KLHL4,0,0.14547291
PPP1R9A,0,0.14545868
RPL36,0,0.145346302
CNTN4-AS2,0,0.145214757
HIST1H2AG,0,0.145080836
GOLIM4,0,0.144978273
ARHGAP29,0,0.144945678
QSER1,0,0.144918927
FLVCR1-DT,0,0.144863905
NETO2,0,0.144686504
MIR124-2HG,0,0.144579501
ZBTB20-AS1,0,0.144523161
ATP5F1E,0,0.144184195
AC097534.2,0,0.144175295
FAM122C,0,0.144072683
LHX5-AS1,0,0.143766359
DIRAS2,0,0.143710709
RAB39A,0,0.14368293
ADCY3,0,0.143674199
ACO1,0,0.143668474
BEND4,0,0.143545429
TFAP2A-AS1,0,0.143182592
SND1,0,0.143085491
KMT5A,0,0.142970886
ZFHX4,0,0.142899243
COX4I1,0,0.142855956
ABCA10,0,0.142832919
HIST1H2BD,0,0.142825911
PLK3,0,0.142785154
TLE1,0,0.14272433
AC016644.1,0,0.142560505
GRID2,0,0.142398129
RFC3,0,0.142343063
AC079921.1,0,0.142147712
GKAP1,0,0.142000967
ZNF219,0,0.141901846
PPFIA2,0,0.141810388
PPFIA2-AS1,0,0.141726875
FRZB,0,0.141639435
OVCH1-AS1,0,0.141553358
AL354696.2,0,0.141520893
KRTCAP2,0,0.141248468
KNSTRN,0,0.141228401
AC022469.2,0,0.141195848
ADORA1,0,0.141171874
TMEFF2,0,0.140801849
SLF1,0,0.140661909
MBNL2,0,0.140505376
DAD1,0,0.140357455
EEF1A2,0,0.140248063
KCNB2,0,0.140170822
CCDC18,0,0.140139759
NR2F2-AS1,0,0.1401105
ASTN1,0,0.14008878
SYNE1,0,0.140058587
DIPK2A,0,0.140026492
AC089985.1,0,0.139826095
B4GALT6,0,0.139720195
ELAVL2,0,0.139708808
RPA3,0,0.139552775
ZNF43,0,0.139451993
PRDX6,0,0.139407774
GRHL1,0,0.138918321
AAMDC,0,0.138899265
IQGAP1,0,0.138744371
AC090241.2,0,0.138740236
BVES,0,0.138584652
RNF182,0,0.138580823
SLC4A8,0,0.138445403
LINC01322,0,0.138344685
SEPTIN11,0,0.138266124
CD164,0,0.138219185
FAAH,0,0.138121516
CCSER1,0,0.13810979
ZBTB20-AS5,0,0.138030245
DTWD2,0,0.1378019
FGGY,0,0.13779762
SFT2D2,0,0.137769199
ZC3H4,0,0.137751333
SPECC1,0,0.13768192
LHFPL3-AS1,0,0.137581992
WRN,0,0.13756689
AC034111.2,0,0.13713413
GAS8,0,0.137104562
TNIK,0,0.137023458
FERMT2,0,0.136999204
GOLGA7B,0,0.136752535
GLCCI1,0,0.136621972
TSPAN3,0,0.136473344
OTUD7B,0,0.136467544
C8orf88,0,0.136462264
GRIK2,0,0.136336734
LRFN5,0,0.136302805
FBXL2,0,0.136038274
CALN1,0,0.135957498
TUB,0,0.135916399
SYT5,0,0.135912276
CNOT1,0,0.135903702
UCP2,0,0.135719912
AL450998.2,0,0.135687266
AC097634.3,0,0.135574977
IL17RD,0,0.135518173
MAGI3,0,0.135450515
EEFSEC,0,0.135446596
STK24,0,0.135429055
NUAK2,0,0.13541724
SLC25A5,0,0.13540313
CFAP69,0,0.135362411
FBXL4,0,0.135267411
DTYMK,0,0.13511494
MSANTD3,0,0.135107872
REEP3,0,0.135010538
TP53BP2,0,0.134825504
PZP,0,0.134718281
GLRB,0,0.134672014
CPEB3,0,0.134658278
AC004540.1,0,0.134566164
IGSF9,0,0.13445346
HMGN3,0,0.134381139
REEP5,0,0.134322018
ARHGAP26,0,0.134297644
TP53INP1,0,0.134111916
HECW1,0,0.134095043
TMEM159,0,0.134068265
FOXO6,0,0.134042087
FAM122B,0,0.134019546
AC011997.2,0,0.133917148
GTF2F2,0,0.133899301
PRICKLE1,0,0.133897729
RPL8,0,0.133829378
MAGI1,0,0.133785651
KLHL5,0,0.133713784
LYPD1,0,0.13368039
RPL38,0,0.133419087
GPR27,0,0.13341508
AC008056.2,0,0.133260351
AC009560.3,0,0.133238501
NOD1,0,0.132737219
CDC14B,0,0.132694524
MAP2K5,0,0.132593048
GPR173,0,0.132354049
KIAA1217,0,0.132238628
SLC37A1,0,0.132228877
STARD9,0,0.132052626
UQCRB,0,0.13186509
PTPRD,0,0.131851932
ATP2B1,0,0.131577639
SNTB2,0,0.131571632
CEMIP2,0,0.131472141
SRRM3,0,0.131448776
AC069228.1,0,0.131436652
UNK,0,0.131406118
MYT1L-AS1,0,0.131263922
FXYD7,0,0.131180256
LDLR,0,0.131138084
ALDH7A1,0,0.131126366
TRIM67,0,0.131121666
RBBP7,0,0.130804669
ICE2,0,0.130751319
CD27-AS1,0,0.130744386
MTCL1,0,0.130658827
SYN2,0,0.13056047
MTBP,0,0.130437028
CASD1,0,0.130417998
MBNL3,0,0.130409367
SVOP,0,0.130388326
ANO6,0,0.130221296
VAV2,0,0.130219942
SMDT1,0,0.130209101
NUAK1,0,0.130147307
TAGLN3,0,0.129911934
RBMS1,0,0.129780208
ANK3,0,0.129698124
GABRG2,0,0.129692269
JAM3,0,0.129567464
CFAP298,0,0.1295157
NMNAT2,0,0.129445131
TMEM178A,0,0.129419653
AC027251.1,0,0.129365103
THRA,0,0.129314732
ST8SIA1,0,0.129299306
UBE2QL1,0,0.129292206
TSPAN7,0,0.129258379
BCL6,0,0.129217768
BX842242.1,0,0.12903086
GRN,0,0.128969295
SPAG9,0,0.128941702
FCHO1,0,0.128935686
SFXN3,0,0.128903884
H1FX,0,0.128901749
SGIP1,0,0.128891158
FRMD3,0,0.128860083
TRIM24,0,0.128836271
FAM78B,0,0.128788681
COA1,0,0.12874594
LARP1B,0,0.128739616
APIP,0,0.128465783
DUSP1,0,0.128389035
TWSG1,0,0.128274044
GAB1,0,0.12823165
RAI14,0,0.128231095
LINC00535,0,0.128040721
RNF2,0,0.127995025
ECI2,0,0.127833199
RPL27A,0,0.127822234
RCL1,0,0.127807838
PDIA4,0,0.127750114
ZNF730,0,0.127516341
AL080276.2,0,0.127451667
FUT8,0,0.127387074
GRIA3,0,0.127320469
SCN3A,0,0.127282097
NFATC3,0,0.127175561
TANK,0,0.12706293
DYNC2H1,0,0.126986907
AL049830.3,0,0.126849599
RAB3C,0,0.126790056
NUCKS1,0,0.126711754
SEZ6L2,0,0.126627545
ARNTL,0,0.126625408
BTBD8,0,0.126494841
COL6A1,0,0.126480118
TMX1,0,0.126342829
AC022217.3,0,0.126294537
MAT2B,0,0.126199271
KIAA0825,0,0.126185845
SCML1,0,0.126069853
MTHFD2,0,0.126049544
NRXN1,0,0.126013201
NOVA1,0,0.125949993
AC245297.3,0,0.125924128
SNHG5,0,0.125781262
NAP1L1,0,0.125700381
RTN1,0,0.125590015
OSTM1,0,0.125561257
UBA6-AS1,0,0.12541018
MAN2A1,0,0.125217399
COG2,0,0.125147695
KIFC2,0,0.125069778
RGMB,0,0.12486961
ANKS1B,0,0.124772519
TSPAN5,0,0.124752592
KCTD1,0,0.124724691
AC098588.3,0,0.124722144
LATS2,0,0.124715098
MORN4,0,0.124639153
PIK3R3,0,0.124638073
ABAT,0,0.124559409
KCNQ1,0,0.124447234
EEF2K,0,0.124229691
KIF5C,0,0.124148553
SLC6A1-AS1,0,0.124066024
KSR2,0,0.124053182
NBEA,0,0.123869378
TMEM145,0,0.123729477
PPP4R2,0,0.12365329
CENPJ,0,0.123517553
ELAVL4,0,0.123255737
MTA3,0,0.123253221
TFRC,0,0.123247817
RFWD3,0,0.123185255
ANKRD36,0,0.123109797
PBX3,0,0.122925442
AC097376.3,0,0.122856195
CARHSP1,0,0.122780397
RAB11FIP2,0,0.122754832
POLA2,0,0.122481527
ADAMTS2,0,0.122415283
CELSR2,0,0.122116079
HIST1H4H,0,0.122067902
SYT11,0,0.122050904
COL4A2,0,0.122019073
DST,0,0.121911481
TCEAL1,0,0.121809968
CADM2-AS1,0,0.121794461
PPARA,0,0.121774969
MYT1L,0,0.121716662
AC016910.1,0,0.121685958
MCM8,0,0.121583392
CLUL1,0,0.121473991
MED27,0,0.121469936
DDIT4,0,0.121397548
GFRA1,0,0.121391565
AP1S2,0,0.121313116
MLLT10,0,0.121286199
BCAS4,0,0.121235712
CNN3,0,0.121190543
CHPT1,0,0.121079878
CRIM1,0,0.120981569
HIVEP2,0,0.120965958
CDC73,0,0.12086667
PPM1D,0,0.120861217
CDKAL1,0,0.120840381
NEGR1,0,0.120756521
DUSP8,0,0.12068688
NHS,0,0.120665804
HIP1R,0,0.120660328
APLF,0,0.120587761
GAB2,0,0.120545571
GGH,0,0.120204406
LGALSL-DT,0,0.120128376
RPS12,0,0.12002931
ABHD6,0,0.120003647
PIP4K2A,0,0.119371135
ZNF93,0,0.119350808
KHDRBS3,0,0.119349833
ELOVL5,0,0.119026471
MST1,0,0.118876782
RPL23,0,0.118853407
CHRNA5,0,0.11872421
RASSF8-AS1,0,0.118718962
TP53,0,0.118570475
JAK2,0,0.118562353
RPL12,0,0.118524934
CMSS1,0,0.118463276
FDPS,0,0.118348002
ZMIZ1,0,0.11827353
BCL11A,0,0.118211007
SLC16A2,0,0.11814138
CAMK2N1,0,0.118114178
SERTAD4,0,0.118075335
PKNOX2,0,0.118046646
HPRT1,0,0.118040551
AC009005.1,0,0.117927925
PMEPA1,0,0.117876706
ARID2,0,0.117782944
AC008056.1,0,0.117777007
ZNF492,0,0.117615618
AL589693.1,0,0.117517368
RPLP1,0,0.117477677
KAZN,0,0.117466483
RNF152,0,0.117463737
ADARB1,0,0.117448326
RPS20,0,0.117333916
SEPHS1,0,0.117196885
SYT1,0,0.117122017
NBAT1,0,0.117022714
UBALD2,0,0.116980252
PTCH1,0,0.116952286
GFOD1,0,0.116911813
BAIAP2,0,0.116886123
ATF3,0,0.11687003
CACNB4,0,0.116812968
DOCK2,0,0.116738134
MEF2C-AS2,0,0.116630805
SLC23A2,0,0.116538424
LRRN1,0,0.11648693
AC096741.1,0,0.116387184
UPP1,0,0.116164943
RANBP17,0,0.116149527
KCND2,0,0.116141129
VAV3,0,0.116131045
STAG1,0,0.116130007
AC021739.2,0,0.116089742
BCL2L13,0,0.11592972
L1CAM,0,0.115916739
PHLPP1,0,0.115911953
VCL,0,0.115752336
FASN,0,0.115742735
AFF2,0,0.115647262
CEP135,0,0.115599393
CAAP1,0,0.115458966
PRRT2,0,0.115341376
SLC36A4,0,0.115187293
AC233266.2,0,0.115170982
EZH2,0,0.115134251
SDCBP,0,0.11513177
JAZF1,0,0.115094536
FAXDC2,0,0.114999675
CEP192,0,0.114853382
NR2F1,0,0.114826827
CCDC85B,0,0.114778236
PDE9A,0,0.114714739
HNRNPU,0,0.114645446
PCSK1N,0,0.114604397
C14orf93,0,0.114453421
LINC02246,0,0.114427563
IQSEC1,0,0.114427175
AC027288.3,0,0.114426629
AKAP9,0,0.114334175
CCDC117,0,0.114282198
ADAM23,0,0.114214995
MPP6,0,0.114093724
AC010275.1,0,0.114071935
PRKAR2B,0,0.114052675
AHSA1,0,0.113941449
DUSP6,0,0.113880576
UBB,0,0.113806034
CPLANE1,0,0.113698785
RND1,0,0.113514645
CASKIN1,0,0.113469322
HILPDA,0,0.113439099
PPP1R13B,0,0.113324509
SEMA6A-AS1,0,0.11327751
RPL17,0,0.113126044
LARP7,0,0.113067413
LNX1,0,0.112992979
AC018730.1,0,0.112947022
NDUFS6,0,0.11294585
CCDC91,0,0.112931291
SH3RF1,0,0.112922092
PRRG3,0,0.112855774
C21orf91,0,0.112716645
NRCAM,0,0.112707854
ANTXR1,0,0.112675608
MEF2C-AS1,0,0.112567472
HSPE1,0,0.11251866
ADGRL3,0,0.11247065
GNPTAB,0,0.112431584
RAB28,0,0.112384534
FLRT3,0,0.11237865
ZNF708,0,0.112375433
RANGAP1,0,0.112317418
AC007666.2,0,0.112177665
AC106897.1,0,0.112117039
CBFB,0,0.112008106
SRSF3,0,0.111978374
KDM4C,0,0.111898845
EPB41,0,0.111885556
KIFC3,0,0.11181389
TAF8,0,0.111760347
F2R,0,0.111652354
ROR1,0,0.111565757
NAP1L3,0,0.111557665
NOL4,0,0.111405053
HSPA4L,0,0.111403688
TLK1,0,0.111286603
SRGAP1,0,0.111283787
DPYSL3,0,0.111247878
RNGTT,0,0.111247399
AUTS2,0,0.111217906
KIAA1549L,0,0.111126998
STX1A,0,0.111086621
GAP43,0,0.1110363
THSD7B,0,0.110978157
NEK10,0,0.110912497
FARS2,0,0.110717792
NECAB3,0,0.110693473
REV3L,0,0.110683761
SMPD3,0,0.110620518
KHDC4,0,0.110602397
ARFIP1,0,0.110586713
AC244102.4,0,0.110510608
SNCA,0,0.110473881
PRKACB,0,0.110356411
AC105402.3,0,0.110346674
LINC01807,0,0.11032845
TENM1,0,0.110233465
CHST1,0,0.110055722
LGI2,0,0.110036739
PID1,0,0.109970032
AC131944.1,0,0.10995819
H1F0,0,0.109933679
SENP1,0,0.109875724
TBL1X,0,0.109744587
RGS2,0,0.109707575
TDRD3,0,0.109660368
TRPC4,0,0.109592544
NAV1,0,0.109584175
URI1,0,0.109493622
FMNL2,0,0.109489055
MACROD2,0,0.10937948
RPS14,0,0.109102987
SHB,0,0.109081548
DPY19L3,0,0.108953034
GSTO2,0,0.108922688
TTC28-AS1,0,0.108880698
PDLIM7,0,0.108797697
JAK1,0,0.108797176
AAGAB,0,0.108751845
TXNDC16,0,0.10873023
AC073050.1,0,0.108636594
PEX2,0,0.108625753
NYNRIN,0,0.108603308
LINC00461,0,0.10860281
GPLD1,0,0.108363017
AL445623.2,0,0.108331795
MCM5,0,0.108221079
RAPGEF2,0,0.108188461
GTF2I,0,0.108136599
RILPL1,0,0.107947441
TMEM59L,0,0.1078264
MID1IP1,0,0.107716378
VPS13B,0,0.107703027
PDK1,0,0.107670021
TNRC6C,0,0.107648435
COMTD1,0,0.10748863
HIST3H2BB,0,0.107481616
LINC01500,0,0.107389728
TET1,0,0.107315057
EPCAM-DT,0,0.107300607
PTX3,0,0.107250779
ZNF844,0,0.107071214
CUX1,0,0.107044176
C4orf19,0,0.106965014
FBXW7,0,0.106964885
NAV2,0,0.106842118
RBMX,0,0.106609918
TPBG,0,0.106559662
CDH2,0,0.106390869
RPL13,0,0.106380002
AC083870.1,0,0.106354535
AC120193.1,0,0.106325469
ACSL3,0,0.106313704
RALGPS2,0,0.106195042
CADM2-AS2,0,0.106162342
MKNK2,0,0.106096509
SPRED2,0,0.106005281
ST3GAL3,0,0.105988737
CENPC,0,0.105969598
L3MBTL1,0,0.105945443
BSG,0,0.105905091
TRAPPC9,0,0.105904685
STMN4,0,0.105845684
ENO4,0,0.105820139
LRBA,0,0.105814155
RUNX1T1,0,0.105770931
NIPSNAP2,0,0.105749756
NET1,0,0.105615864
TTC39C,0,0.105608422
BRINP1,0,0.10542851
SLC2A13,0,0.105404824
NNAT,0,0.105356655
KMT5C,0,0.105170117
RPL19,0,0.105144689
RPS3,0,0.105035075
TFDP2,0,0.105007645
ZNF85,0,0.104988475
PRICKLE2,0,0.104763765
NT5C,0,0.10466097
ZNF704,0,0.104648294
CELF2,0,0.104567654
LDHB,0,0.104566166
DDX25,0,0.10453673
SCD,0,0.104522103
PCNX2,0,0.104415569
IFRD1,0,0.104348268
SEMA3F,0,0.104266929
PELI2,0,0.104215263
IDH1,0,0.10417568
LDLRAD4,0,0.104113684
MYO1D,0,0.104106655
TAPT1,0,0.104064553
ITGB1,0,0.103934836
TRIM2,0,0.103929507
MMP24,0,0.103914052
HSPD1,0,0.103866691
LINC02614,0,0.103793336
HDGF,0,0.103787321
ID2,0,0.10366869
PKIA-AS1,0,0.103561192
USP6NL,0,0.103513449
NCS1,0,0.10336863
ZNF726,0,0.103141917
ENTPD6,0,0.103141278
AL731577.2,0,0.103096121
IRF2BP2,0,0.103092909
LRP12,0,0.103052299
LINC01277,0,0.102950506
RRBP1,0,0.102719214
G3BP1,0,0.102705621
DTNA,0,0.102677399
FLT3,0,0.10259077
BASP1-AS1,0,0.102573191
AC087280.2,0,0.102548679
BNIP3,0,0.102460721
PRTFDC1,0,0.1022745
KCNK15-AS1,0,0.10223647
RPL27,0,0.102172501
OSBPL5,0,0.102138278
RAN,0,0.102123027
MAN2A2,0,0.102090423
CCDC184,0,0.101863033
ARHGAP23,0,0.101860647
FAM124A,0,0.101825391
RPL37,0,0.101816369
ANKRD50,0,0.10166887
BUB3,0,0.101609645
BABAM2,0,0.101609377
IL6ST,0,0.10139432
ZBTB26,0,0.101360438
ACYP2,0,0.101275366
AP1S3,0,0.101262456
EPHA7,0,0.101236418
RPS2,0,0.100990081
KLF6,0,0.100987967
SLITRK2,0,0.100976841
LURAP1L,0,0.100948676
AC087286.2,0,0.100932844
IMPAD1,0,0.100864339
SLC6A8,0,0.10075896
PARP8,0,0.100744261
SACS,0,0.100717362
CDC7,0,0.100714332
CHD4,0,0.100699359
RCAN2,0,0.100689307
LINC00894,0,0.100581832
APBB2,0,0.100477277
KIF7,0,0.100370054
DOK6,0,0.10026467
B3GALNT2,0,0.100262745
ENPP5,0,0.100259679
KANSL1L,0,0.100235672
MAZ,0,0.100120526
BBX,0,0.100077478
INA,0,0.100061355
PPA2,0,0.100044763
CSAD,0,0.100014776
KLF12,0,0.099969529
CDCA4,0,0.099958272
PLPPR3,0,0.099849784
SLC35F1,0,0.099707444
ARSB,0,0.099677816
ANXA2,0,0.09965362
GPM6A,0,0.099397667
TOX,0,0.099262507
PLCL2,0,0.099241243
FAM110B,0,0.099208406
IER2,0,0.099184095
Z99774.1,0,0.099146224
MXD1,0,0.09914432
HNRNPAB,0,0.099134866
NYAP2,0,0.099129003
MIB1,0,0.098938781
FZD3,0,0.098902845
AL132780.1,0,0.098838718
DUSP18,0,0.098709508
RPL31,0,0.098615992
SDHAF3,0,0.098443704
HMGN5,0,0.098420956
AC004594.1,0,0.098196584
GNAI1,0,0.0981725
SGK1,0,0.098149493
AC008269.1,0,0.098147613
ZNF217,0,0.098088139
GMDS,0,0.098071369
RFX3-AS1,0,0.098053573
B3GALT2,0,0.097947609
CALR,0,0.097928234
VIM-AS1,0,0.09791594
SH3BP5,0,0.097846993
MIDN,0,0.097706889
VASH2,0,0.097658235
THYN1,0,0.097638226
AC098617.1,0,0.097497672
CELF5,0,0.097422134
PUDP,0,0.097397607
KIF21A,0,0.097375826
GSDME,0,0.097242694
ODF2L,0,0.097189705
JUNB,0,0.097080935
IGFBP2,0,0.096980692
NAA38,0,0.096945936
SCAMP1,0,0.096894207
RTTN,0,0.096865984
CHCHD3,0,0.096805794
DDX52,0,0.096745338
DNAJC9,0,0.096679229
UBA52,0,0.096486038
ENAH,0,0.096472795
KDM6B,0,0.096449587
TM7SF3,0,0.09632624
LNPK,0,0.09626491
CCNG2,0,0.096219765
SCG5,0,0.096169397
TMCC3,0,0.096000504
CCDC167,0,0.095879872
SMC1A,0,0.095873414
CLVS2,0,0.095856819
PUM1,0,0.095807141
PHF21A,0,0.095782749
ANKRD44,0,0.095641212
PABPC1,0,0.095380791
ENO1,0,0.095371083
RPS27L,0,0.095358092
SEPTIN10,0,0.095357243
FKBP4,0,0.095355147
MFSD4B,0,0.095312239
ZDHHC11B,0,0.095300761
MSANTD4,0,0.095138659
AEBP2,0,0.095123137
CELF2-AS2,0,0.095028923
JUND,0,0.09486506
C1orf21,0,0.094778103
FBN3,0,0.094717921
CYREN,0,0.094521173
SRCIN1,0,0.094259675
DHRS7,0,0.094216527
ZNF66,0,0.094192657
CAMK2D,0,0.09414518
TES,0,0.09407354
MTMR7,0,0.094045471
BEX2,0,0.094029636
CD163L1,0,0.093869102
KCNQ1OT1,0,0.093846924
MORC3,0,0.093776927
RAP1GDS1,0,0.093722034
TMC2,0,0.093656696
OSBP2,0,0.093653124
MSMO1,0,0.09360288
CYFIP1,0,0.093589154
ABCB11,0,0.093562942
CBWD5,0,0.09348582
KLF8,0,0.093473238
ERC2,0,0.093385589
ZDHHC21,0,0.093295787
SNRPG,0,0.09323433
FAM162A,0,0.093195699
NRG2,0,0.093167902
TMEM65,0,0.093108486
PGM2L1,0,0.092954755
PGRMC1,0,0.092903114
PLD3,0,0.092902571
CACNA1C,0,0.092812395
ATP6V0B,0,0.092649024
SV2A,0,0.092629492
TMEM151B,0,0.092513524
AL390860.1,0,0.09249065
STIM2,0,0.092460975
ELAVL3,0,0.092439401
FEZ2,0,0.092358842
HBP1,0,0.09229117
CLSTN3,0,0.092282554
FBXO16,0,0.092223092
CYB5R1,0,0.092180272
WNT3,0,0.092142049
PRR13,0,0.092101695
PTPRS,0,0.09203325
RBM11,0,0.092033066
BCAR3,0,0.091994712
CADM1,0,0.091935173
CCDC122,0,0.091905998
NME9,0,0.091833986
POU2F2,0,0.0918165
DNM3,0,0.091644747
AC004816.1,0,0.091604411
CLIC4,0,0.091518746
AC093879.1,0,0.091469651
KCTD15,0,0.091402355
NRXN2,0,0.091330995
RND3,0,0.091315462
PYGO1,0,0.091270546
FGF14,0,0.091203331
HNRNPM,0,0.091147906
PDS5B,0,0.091034125
TSTD3,0,0.090997657
KLHL32,0,0.090970236
TRIQK,0,0.090941911
HABP4,0,0.090903387
PPP2R2B,0,0.090744212
NRG3,0,0.090657561
HNRNPC,0,0.090525617
RIMS1,0,0.090489074
NOVA2,0,0.09044321
SNHG21,0,0.090442431
BTBD9,0,0.090358532
SVBP,0,0.090217303
AFF3,0,0.090200936
NR2F1-AS1,0,0.090144265
AL672277.1,0,0.090091014
NRARP,0,0.089918305
PSPC1,0,0.089880237
PHF21B,0,0.089859338
GPT2,0,0.089600472
CCM2,0,0.089594991
DNAJB6,0,0.089554436
PTMA,0,0.08939921
GNPNAT1,0,0.089245799
SEMA4F,0,0.089159909
SNHG14,0,0.089143135
AC117834.1,0,0.089133338
SLC4A3,0,0.089124584
FBXO44,0,0.089106431
SLC12A2,0,0.089022017
RHOB,0,0.08874274
ANTKMT,0,0.088714765
FAM120B,0,0.088664433
MAML2,0,0.088601791
MRPL18,0,0.08839214
FXR1,0,0.088387876
TERF1,0,0.088371043
RPS27,0,0.088368663
FNDC3A,0,0.088360226
SOX4,0,0.088324036
TPI1,0,0.088229052
MYH9,0,0.0882227
TNS2,0,0.08820465
HOMER2,0,0.088038398
ATP1A3,0,0.08796439
AL137009.1,0,0.087861642
HCN3,0,0.087733963
ZNF33B,0,0.087682057
PEX3,0,0.08763751
AC090709.1,0,0.087598393
AC009554.1,0,0.087516605
OTULINL,0,0.087461529
ATP1B1,0,0.087421854
RPL29,0,0.08739303
AC011346.1,0,0.087284297
TCF20,0,0.087237413
RPA1,0,0.087195169
APP,0,0.087005034
BEND3,0,0.086856432
TSC22D2,0,0.086716116
XPR1,0,0.086623254
PUS7L,0,0.086583482
PGM2,0,0.086560141
C15orf41,0,0.086525672
TEX2,0,0.086433633
UBE2E1,0,0.086094077
CADPS2,0,0.086087943
NTPCR,0,0.086051214
RPL10A,0,0.086011355
MAP4K4,0,0.086009716
AC243773.1,0,0.085985652
SLC9A6,0,0.085985094
OXR1,0,0.085916493
DDX39A,0,0.085750349
RPL3,0,0.085642547
MYL6,0,0.085576751
HEXIM1,0,0.085534561
ARMC2,0,0.085519716
KCTD9,0,0.085461804
SLC6A6,0,0.085457407
MARCKS,0,0.085431281
NSD2,0,0.085370161
ITPRID2,0,0.085293179
JPX,0,0.085237471
C9orf147,0,0.085236934
EPB41L4A-AS1,0,0.085204706
NDUFAF6,0,0.085194098
HIST1H4E,0,0.085181109
CTNND2,0,0.085055501
TPM1,0,0.085025793
KIAA1324L,0,0.084754773
KIF3A,0,0.084676836
LINC00632,0,0.084529907
AC010729.2,0,0.084470202
TRAF3IP2-AS1,0,0.084434938
RCC2,0,0.084318094
ZDBF2,0,0.084317913
CTH,0,0.084173458
CDK14,0,0.084112486
SAV1,0,0.084038184
HIST1H2AC,0,0.084032998
INTS6,0,0.084002605
IGF2BP1,0,0.083973371
RYBP,0,0.0839494
EXTL3,0,0.083939093
AC090907.2,0,0.083920762
UGGT2,0,0.08376971
SEMA6D,0,0.083752838
PLXNA3,0,0.083723231
AC005597.1,0,0.083664235
KCNMB2,0,0.083504076
HIBADH,0,0.083443547
MAPK10,0,0.083387518
ZFR,0,0.083359199
ZNF107,0,0.083281786
EVA1C,0,0.083230647
LSAMP,0,0.083089479
ATP6V0A2,0,0.08307219
RPS7,0,0.083024707
MIR2052HG,0,0.08281981
RNF122,0,0.082799877
ENPP4,0,0.082696589
SETD3,0,0.082645413
LMO4,0,0.082628179
BICDL1,0,0.082614623
KCNN2,0,0.082580097
MAGI2,0,0.082440858
CACNA1B,0,0.082416561
RPS16,0,0.082391521
STRN3,0,0.082390237
USP12,0,0.082355911
SLC22A17,0,0.082289955
GPHN,0,0.082245573
HUNK,0,0.082240127
MARK1,0,0.082147057
NQO2,0,0.082129193
SPTLC1,0,0.081860768
CCDC7,0,0.081845555
DNAAF2,0,0.081792845
NUP210L,0,0.081753725
TMEM117,0,0.081744449
POLE,0,0.081739077
GAS6,0,0.081668314
SLC25A25,0,0.081545452
YWHAG,0,0.081517708
PER3,0,0.081486543
STIP1,0,0.081357471
FDFT1,0,0.081325878
ANKHD1,0,0.081243937
SULT4A1,0,0.081219528
EIF4EBP2,0,0.081208635
NCAN,0,0.081039369
RPS29,0,0.081001079
NBAS,0,0.080962079
UBE2W,0,0.080773075
AC004540.2,0,0.080745082
PACS1,0,0.080728405
WDPCP,0,0.080724558
SAT2,0,0.080687603
AP001347.1,0,0.08065757
FAM169A,0,0.080595853
ARHGEF40,0,0.08054071
SAP30,0,0.080401754
SLC9B2,0,0.08018865
ST6GAL2,0,0.080058917
MTUS1,0,0.080026205
RAB33A,0,0.08002365
AC090578.1,0,0.079890619
DSE,0,0.079838023
MYO5A,0,0.079810087
SOGA1,0,0.07979325
PODXL2,0,0.079700814
MTR,0,0.079686072
EIF4G2,0,0.079660165
SSBP3,0,0.07952239
SLC9A8,0,0.079398284
MTIF2,0,0.079324595
ACER3,0,0.079285284
LSM8,0,0.079118405
TSPAN18,0,0.079071846
SERBP1,0,0.079041892
NIN,0,0.07883352
USPL1,0,0.078751564
CACNG4,0,0.078719432
PDE4DIP,0,0.078711343
RAPGEF6,0,0.078601846
TSPAN9,0,0.078499363
SQLE,0,0.078274241
EBAG9,0,0.078231365
AP000462.1,0,0.078203837
EPHB2,0,0.078181562
ARL4C,0,0.078139262
CERS6,0,0.078072404
LRRN3,0,0.077892464
SMS,0,0.077839887
MAP3K13,0,0.077781674
TAOK1,0,0.077718525
BBS5,0,0.077653142
CLIP4,0,0.077545789
RNF175,0,0.077483592
KCNMB4,0,0.077466712
PPP3CA,0,0.077431391
MICU3,0,0.077408851
FAM49B,0,0.077388783
PGBD5,0,0.077341835
SRSF2,0,0.077254104
SNRPN,0,0.077236832
POMT2,0,0.07701492
LSM4,0,0.076968372
PNRC1,0,0.07694617
ARL4D,0,0.076903879
DOP1A,0,0.076850532
KIFAP3,0,0.076840181
CACNA2D2,0,0.076641075
ARHGAP21,0,0.076526865
EIF3A,0,0.076517911
PTPRG-AS1,0,0.076277508
DYNLL2,0,0.076249367
CACYBP,0,0.076234913
CHN1,0,0.076192415
PPP2R5C,0,0.076108325
SMARCC1,0,0.076099861
DMXL1,0,0.07606075
